User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Location Type,Location,Nama,Email,Handphone,Login Hour,Year Birth,Digital Interest,Address
330,iPhone 12,iOS,541,8.3,2865,89,1820,42,Female,5,Restaurant,Warung Tekko Pluit Village,Mariadi Firgantoro,mariadifirgantoro330@yahoo.com,082336260784,8,1982,other,"Jalan Wonoayu No. 943, Depok, 23694"
331,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,3,Cafe,Kopikalyan Wijaya,R.M. Najib Zulaika,r.m.najibzulaika331@protonmail.com,087728516037,2,2003,news,"Gg. Erlangga No. 433, Tangerang Selatan, 11574"
332,iPhone 12,iOS,176,3.8,727,36,362,47,Female,2,Transportation,Stasiun Senayan,"R.M. Nugraha Budiyanto, S.Sos",r.m.nugrahabudiyantos.sos332@gmail.com,089575487555,14,1977,streaming video,"Gg. Ahmad Dahlan No. 60, Jakarta Barat, 41905"
333,OnePlus 9,Android,191,6.0,1762,45,904,54,Male,3,Office,Conclave Arteri,Sari Kusumo,sarikusumo333@gmail.com,083238444036,20,1970,news,"Jl. Gegerkalong Hilir No. 419, Jakarta Selatan, 81908"
334,Google Pixel 5,Android,461,7.5,2001,69,1324,34,Female,4,Restaurant,Warung Tekko Artha Gading,Asmianto Narpati,asmiantonarpati334@gmail.com,089734530015,11,1990,e-commerce,"Jalan Raya Ujungberung No. 510, Jakarta Selatan, 62719"
335,Samsung Galaxy S21,Android,37,1.5,375,18,246,46,Female,1,Compound Space,JEC Kedoya,Baktianto Setiawan,baktiantosetiawan335@gmail.com,081624745548,16,1978,sosmed,"Jalan R.E Martadinata No. 63, Depok, 53632"
336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,5,Cafe,Ruuaang Kopi,Dalima Mulyani,dalimamulyani336@gmail.com,083837886166,16,1979,other,"Jl. Kutisari Selatan No. 481, Bogor, 40842"
337,Samsung Galaxy S21,Android,473,7.9,2292,62,1472,44,Male,4,Education Center,SMK AL Khairiyah 2,Galak Riyanti,galakriyanti337@gmail.com,081298962654,13,1980,e-commerce,"Gg. Cikutra Barat No. 26, Jakarta Utara, 89597"
338,Samsung Galaxy S21,Android,30,1.3,561,15,252,34,Male,1,Cafe,Los Medellin,Drs. Laila Lazuardi,drs.lailalazuardi338@gmail.com,082357637709,22,1990,sosmed,"Gang Medokan Ayu No. 651, Bogor, 45383"
339,iPhone 12,iOS,306,6.1,2267,70,1449,46,Male,4,Cafe,Kopi Bojo Plaza Kuningan,Baktiono Haryanto,baktionoharyanto339@gmail.com,082166025453,7,1978,e-commerce,"Jl. Kapten Muslihat No. 045, Tangerang Selatan, 07813"
340,iPhone 12,iOS,64,1.2,590,13,155,30,Male,1,Cafe,Stay Kopi Kopia,Sakti Firmansyah,saktifirmansyah340@yahoo.com,081978941925,3,1994,sosmed,"Gang Moch. Toha No. 984, Jakarta Pusat, 69384"
341,iPhone 12,iOS,75,1.0,435,13,223,43,Male,1,Cafe,Liberica Cilandak Town Square,Titin Wibisono,titinwibisono341@gmail.com,081439257901,0,1981,sosmed,"Gang Jend. Sudirman No. 948, Tangerang Selatan, 27722"
342,iPhone 12,iOS,597,10.3,2718,90,1863,26,Female,5,Office,Harton Tower,Naradi Habibi,naradihabibi342@gmail.com,089977070363,8,1998,other,"Gg. Moch. Toha No. 65, Tangerang, 21510"
343,iPhone 12,iOS,529,10.5,2971,87,1683,56,Male,5,Cafe,Dua Coffee @ Cipete,Kamila Wacana,kamilawacana343@aol.com,088872231241,8,1968,other,"Jl. W.R. Supratman No. 404, Jakarta Pusat, 43625"
344,iPhone 12,iOS,290,6.0,1533,54,645,57,Female,3,Cafe,Tempat Kita Coffee,"Ellis Rahayu, S.E.I",ellisrahayus.e.i344@gmail.com,081629109437,9,1967,news,"Gg. Rajawali Barat No. 881, Jakarta Utara, 15886"
345,iPhone 12,iOS,256,5.8,1309,52,840,43,Male,3,Compound Space,Menara FIF - Kantin 2,"Ir. Among Ramadan, S.Psi",ir.amongramadans.psi345@yahoo.com,088820651111,0,1981,news,"Jalan Merdeka No. 5, Jakarta Selatan, 98397"
346,iPhone 12,iOS,308,7.7,1974,73,1431,37,Female,4,Cafe,Jack & Joe Coffee and Eatery Lebak Bulus,Gaduh Laksita,gaduhlaksita346@gmail.com,081872298698,17,1987,e-commerce,"Gang Erlangga No. 39, Jakarta Selatan, 03717"
347,OnePlus 9,Android,156,3.3,1020,38,447,57,Female,2,Compound Space,Galeri Lafayette,"Ikin Ramadan, M.Pd",ikinramadanm.pd347@gmail.com,085185194700,5,1967,streaming video,"Gg. Lembong No. 7, Jakarta Pusat, 56158"
348,Samsung Galaxy S21,Android,62,1.4,542,18,266,46,Male,1,Cafe,Ali Kopi Roastery Free Wifi,Tgk. Sarah Prayoga,tgk.sarahprayoga348@gmail.com,082311174805,15,1978,sosmed,"Gg. Astana Anyar No. 6, Jakarta Utara, 65562"
349,Google Pixel 5,Android,156,3.8,866,34,510,26,Male,2,Cafe,8TH Brew Coffee Shop,Najam Latupono,najamlatupono349@aol.com,085936747660,16,1998,streaming video,"Gang Pasteur No. 275, Bekasi, 25013"
350,Samsung Galaxy S21,Android,303,7.4,2314,66,1387,34,Male,4,Office,MTM Representative Office,Empluk Iswahyudi,emplukiswahyudi350@gmail.com,088427487727,21,1990,e-commerce,"Jalan Rajawali Timur No. 81, Jakarta Utara, 49718"
351,Samsung Galaxy S21,Android,463,6.9,2111,73,1463,54,Male,4,Restaurant,Warung Tekko Kalibata,Virman Saefullah,virmansaefullah351@mail.com,081131288031,24,1970,e-commerce,"Gang Surapati No. 1, Jakarta Utara, 51542"
352,Google Pixel 5,Android,60,1.5,593,14,281,35,Female,1,Restaurant,Warung Tekko Artha Gading,"Michelle Yolanda, S.Pd",michelleyolandas.pd352@gmail.com,081317570211,14,1989,sosmed,"Gang Monginsidi No. 39, Jakarta Barat, 80245"
353,Google Pixel 5,Android,225,4.6,1230,52,954,20,Female,3,Cafe,Warung Fotkop,"Galak Prasasta, S.Pt",galakprasastas.pt353@aol.com,081559386729,5,2004,news,"Gg. Yos Sudarso No. 299, Depok, 74385"
354,Samsung Galaxy S21,Android,379,7.5,1823,68,1075,53,Female,4,Compound Space,Galeri Lafayette,Ani Suwarno,anisuwarno354@aol.com,087771115094,3,1971,e-commerce,"Gg. Pasir Koja No. 558, Tangerang, 14529"
355,OnePlus 9,Android,53,1.4,455,14,106,54,Female,1,Cafe,60 Common House,Gadang Pratiwi,gadangpratiwi355@aol.com,088440638424,16,1970,sosmed,"Jalan KH Amin Jasuta No. 80, Jakarta Barat, 41428"
356,Samsung Galaxy S21,Android,30,1.9,574,19,287,45,Male,1,Cafe,Kopitok Coffee Kemang,Lamar Hastuti,lamarhastuti356@gmail.com,083201970698,1,1979,sosmed,"Gang Waringin No. 54, Jakarta Pusat, 74886"
357,iPhone 12,iOS,291,4.1,1326,51,905,55,Female,3,Office,Harton Tower,Zelda Anggraini,zeldaanggraini357@gmail.com,081258362472,4,1969,news,"Gang Soekarno Hatta No. 019, Bogor, 02441"
358,iPhone 12,iOS,488,9.5,2840,92,1986,48,Female,5,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Bajragin Wahyuni,bajraginwahyuni358@outlook.com,085551670150,3,1976,other,"Jl. Yos Sudarso No. 55, Jakarta Selatan, 64465"
359,Google Pixel 5,Android,74,2.0,366,13,253,44,Female,1,Cafe,Tempat Kita Coffee,Violet Halimah,violethalimah359@outlook.com,081701152465,11,1980,sosmed,"Gang KH Amin Jasuta No. 688, Tangerang Selatan, 34441"
360,Samsung Galaxy S21,Android,230,4.6,1325,55,845,54,Female,3,Cafe,Ruuaang Kopi,Bahuraksa Mustofa,bahuraksamustofa360@yahoo.com,088259888139,18,1970,news,"Jalan Astana Anyar No. 857, Bogor, 44353"
361,Samsung Galaxy S21,Android,517,11.8,2435,86,2208,26,Male,5,Cafe,Tuwuh Treats Bintaro,Samiah Suryono,samiahsuryono361@outlook.com,081800336631,10,1998,other,"Gang Gegerkalong Hilir No. 96, Bogor, 33252"
362,OnePlus 9,Android,557,10.4,2900,97,1609,22,Male,5,Office,Gedung Cyber,Ulva Hidayat,ulvahidayat362@yahoo.com,088816114128,18,2002,other,"Gg. Moch. Ramdan No. 28, Bogor, 64044"
363,Xiaomi Mi 11,Android,78,1.5,341,11,259,38,Female,1,Cafe,Warung Fotkop,"Hana Wacana, S.Kom",hanawacanas.kom363@yahoo.com,083183172645,17,1986,sosmed,"Jl. Yos Sudarso No. 80, Jakarta Pusat, 65799"
364,iPhone 12,iOS,321,7.9,2159,64,1499,45,Male,4,Transportation,Stasiun Blok M BCA,Lintang Simanjuntak,lintangsimanjuntak364@gmail.com,087727193142,6,1979,e-commerce,"Jl. Rajawali Barat No. 95, Tangerang, 89705"
365,Xiaomi Mi 11,Android,579,8.6,2539,84,1935,34,Male,5,Transportation,Stasiun Boulevard Selatan,"Emin Waluyo, S.Ked",eminwaluyos.ked365@gmail.com,088557096341,18,1990,other,"Jl. Kapten Muslihat No. 2, Jakarta Utara, 26839"
366,OnePlus 9,Android,382,7.2,1965,67,1341,22,Male,4,Compound Space,Mall Taman Palem,Rika Kusmawati,rikakusmawati366@gmail.com,089723444581,24,2002,e-commerce,"Gang Waringin No. 266, Tangerang Selatan, 24933"
367,Xiaomi Mi 11,Android,516,11.6,2464,82,1767,29,Female,5,Compound Space,Menara FIF - Kantin 2,Oman Tarihoran,omantarihoran367@gmail.com,081955103691,0,1995,other,"Gang Sukajadi No. 103, Jakarta Timur, 46315"
368,OnePlus 9,Android,598,11.2,2876,85,2477,58,Female,5,Compound Space,JEC Kedoya,Dt. Jaeman Handayani,dt.jaemanhandayani368@outlook.com,085862359501,1,1966,other,"Jalan Astana Anyar No. 64, Bekasi, 05183"
369,OnePlus 9,Android,102,3.9,747,36,408,49,Female,2,Cafe,Stay Kopi Kopia,drg. Latif Padmasari,drg.latifpadmasari369@gmail.com,089862513736,15,1975,streaming video,"Gg. Pacuan Kuda No. 1, Jakarta Selatan, 02948"
370,iPhone 12,iOS,165,2.4,816,35,503,34,Male,2,Cafe,60 Common House,Maimunah Mandasari,maimunahmandasari370@mail.com,089886541124,14,1990,streaming video,"Gang Kutai No. 48, Jakarta Pusat, 74378"
371,iPhone 12,iOS,558,9.8,2765,83,1548,25,Female,5,Cafe,8TH Brew Coffee Shop,Yessi Thamrin,yessithamrin371@yahoo.com,089908497347,15,1999,other,"Jalan Pasteur No. 15, Jakarta Utara, 54351"
372,Google Pixel 5,Android,561,10.6,2547,86,1823,22,Male,5,Restaurant,Warung Tekko Daan Mogot,"Wirda Samosir, M.Farm",wirdasamosirm.farm372@aol.com,081829746787,2,2002,other,"Jl. Jakarta No. 482, Tangerang, 39752"
373,Samsung Galaxy S21,Android,511,10.9,2514,91,2335,59,Female,5,Office,Menara Satu,Baktiono Yolanda,baktionoyolanda373@yahoo.com,081482005285,23,1965,other,"Jalan Sukajadi No. 09, Tangerang, 50559"
374,Google Pixel 5,Android,560,11.3,2947,95,1663,25,Female,5,Compound Space,JEC Kedoya,dr. Amalia Iswahyudi,dr.amaliaiswahyudi374@gmail.com,089980416548,24,1999,other,"Jalan Joyoboyo No. 852, Bekasi, 66346"
375,OnePlus 9,Android,69,1.3,434,12,164,42,Male,1,Restaurant,Sambal Setan,Ophelia Usamah,opheliausamah375@yahoo.com,088351723495,18,1982,sosmed,"Jalan Ronggowarsito No. 881, Jakarta Timur, 00907"
376,OnePlus 9,Android,44,1.1,531,17,232,26,Male,1,Restaurant,Warung Tekko Daan Mogot,"Kamaria Mustofa, M.Pd",kamariamustofam.pd376@yahoo.com,081630590946,20,1998,sosmed,"Gg. W.R. Supratman No. 4, Jakarta Selatan, 53201"
377,iPhone 12,iOS,65,1.7,490,17,122,51,Female,1,Restaurant,Satoru,Elma Megantara,elmamegantara377@gmail.com,082128000929,14,1973,sosmed,"Gg. Pasirkoja No. 739, Bekasi, 15556"
378,Google Pixel 5,Android,458,6.0,1875,63,1072,31,Female,4,Restaurant,Sambalado,"R. Restu Latupono, S.Ked",r.restulatuponos.ked378@gmail.com,083275230238,1,1993,e-commerce,"Gg. K.H. Wahid Hasyim No. 59, Tangerang, 79262"
379,Samsung Galaxy S21,Android,525,10.8,2445,99,1623,57,Male,5,Restaurant,Warung Tekko Artha Gading,Siti Ramadan,sitiramadan379@yahoo.com,085645721213,8,1967,other,"Jalan Ahmad Dahlan No. 9, Jakarta Pusat, 38736"
380,OnePlus 9,Android,106,3.0,922,22,313,51,Male,2,Cafe,Kopikalyan Wijaya,Hafshah Utami,hafshahutami380@gmail.com,081301210772,19,1973,streaming video,"Jalan R.E Martadinata No. 63, Jakarta Timur, 57399"
381,iPhone 12,iOS,188,4.6,1767,47,653,34,Male,3,Cafe,8TH Brew Coffee Shop,Eva Mansur,evamansur381@gmail.com,085947411805,22,1990,news,"Gg. Gegerkalong Hilir No. 789, Jakarta Timur, 64343"
382,iPhone 12,iOS,493,10.4,2453,99,1813,39,Male,5,Office,Harton Tower,Luluh Mandasari,luluhmandasari382@gmail.com,088996276390,21,1985,other,"Jalan Astana Anyar No. 84, Jakarta Utara, 72048"
383,OnePlus 9,Android,84,1.5,373,19,299,37,Female,1,Cafe,Ruuaang Kopi,"Maryadi Simanjuntak, M.Pd",maryadisimanjuntakm.pd383@outlook.com,089979813463,2,1987,sosmed,"Gang Jayawijaya No. 1, Jakarta Selatan, 30969"
384,OnePlus 9,Android,104,2.9,653,35,322,30,Male,2,Compound Space,Mall Taman Palem,Luthfi Hutasoit,luthfihutasoit384@gmail.com,081461824682,23,1994,streaming video,"Gang Dipatiukur No. 32, Tangerang Selatan, 05598"
385,Samsung Galaxy S21,Android,102,3.0,890,38,548,28,Male,2,Restaurant,Warung Tekko Daan Mogot,"Dr. Lintang Wasita, S.H.",dr.lintangwasitas.h.385@aol.com,089639275492,7,1996,streaming video,"Jalan Waringin No. 89, Jakarta Barat, 19805"
386,iPhone 12,iOS,349,6.6,2041,78,1096,40,Female,4,Cafe,Pard Coffee,Amalia Puspasari,amaliapuspasari386@gmail.com,088971428116,5,1984,e-commerce,"Jalan Waringin No. 902, Tangerang, 34949"
387,OnePlus 9,Android,98,2.0,925,32,457,28,Male,2,Cafe,Dua Coffee @ Tebet,"Aurora Saputra, S.Sos",aurorasaputras.sos387@yahoo.com,082268804831,17,1996,streaming video,"Gg. Laswi No. 198, Jakarta Pusat, 43594"
388,Samsung Galaxy S21,Android,72,1.3,461,13,199,32,Male,1,Education Center,SMK AL Khairiyah 2,Hj. Putri Tamba,hj.putritamba388@gmail.com,082397583128,5,1992,sosmed,"Gg. Otto Iskandardinata No. 2, Tangerang Selatan, 50061"
389,Xiaomi Mi 11,Android,563,11.6,2968,92,2191,34,Female,5,Office,Menara Satu,Rusman Hutapea,rusmanhutapea389@gmail.com,081534066960,1,1990,other,"Gg. Peta No. 00, Jakarta Pusat, 22217"
390,Xiaomi Mi 11,Android,119,2.8,775,31,313,50,Female,2,Office,Menara Satu,Elma Januar,elmajanuar390@outlook.com,082188104484,24,1974,streaming video,"Gang S. Parman No. 50, Jakarta Timur, 36353"
391,OnePlus 9,Android,311,7.9,2231,69,1021,36,Male,4,Cafe,The Post Coffee and Eatery,Hafshah Samosir,hafshahsamosir391@gmail.com,082154788085,4,1988,e-commerce,"Gang Kebonjati No. 056, Jakarta Selatan, 45732"
392,OnePlus 9,Android,337,6.1,1901,76,1359,58,Male,4,Cafe,Jack & Joe Coffee and Eatery Lebak Bulus,Farah Yulianti,farahyulianti392@gmail.com,081869850362,7,1966,e-commerce,"Jl. Rajiman No. 7, Jakarta Selatan, 40439"
393,Samsung Galaxy S21,Android,168,3.5,1055,29,313,54,Male,2,Office,MTM Representative Office,"KH. Artanto Suartini, M.Farm",kh.artantosuartinim.farm393@gmail.com,089535347423,23,1970,streaming video,"Jl. Gegerkalong Hilir No. 1, Jakarta Utara, 67132"
394,iPhone 12,iOS,331,7.4,2129,66,1459,53,Male,4,Cafe,Los Medellin,"Agnes Pratama, S.Psi",agnespratamas.psi394@gmail.com,081373247097,13,1971,e-commerce,"Jalan Gegerkalong Hilir No. 05, Jakarta Pusat, 53690"
395,Google Pixel 5,Android,589,9.2,2663,84,1774,45,Female,5,Cafe,Dekhad Gandaria,Arta Lestari,artalestari395@gmail.com,085298416675,23,1979,other,"Gang M.H Thamrin No. 5, Jakarta Utara, 02863"
396,Xiaomi Mi 11,Android,472,6.8,2288,61,1356,52,Male,4,Cafe,Kopi Takua,Eka Dongoran,ekadongoran396@yahoo.com,081388851080,6,1972,e-commerce,"Gang Sentot Alibasa No. 60, Jakarta Selatan, 75552"
397,Xiaomi Mi 11,Android,78,1.1,437,14,143,27,Female,1,Restaurant,Liberte Italian Cuisine,Sutan Lutfan Haryanti,sutanlutfanharyanti397@yahoo.com,089533192677,6,1997,sosmed,"Jl. Pacuan Kuda No. 00, Tangerang Selatan, 68983"
398,iPhone 12,iOS,517,11.6,2798,90,2175,20,Male,5,Restaurant,Ramen Ten 10 Kramat Jati,"Dr. Lidya Dabukke, S.Pt",dr.lidyadabukkes.pt398@gmail.com,085774907907,18,2004,other,"Jalan Sentot Alibasa No. 2, Tangerang, 63247"
399,OnePlus 9,Android,41,1.6,323,18,221,43,Female,1,Education Center,SMK AL Khairiyah 2,Michelle Wijaya,michellewijaya399@aol.com,085801245501,16,1981,sosmed,"Jl. Veteran No. 0, Jakarta Selatan, 26671"
400,OnePlus 9,Android,49,1.5,571,10,203,29,Male,1,Cafe,Suasana Kopi Gandaria,R. Opan Maryati,r.opanmaryati400@yahoo.com,089560890799,3,1995,sosmed,"Jl. M.H Thamrin No. 91, Jakarta Pusat, 32477"
401,Xiaomi Mi 11,Android,522,11.1,2821,86,1891,42,Male,5,Compound Space,Menara FIF - Kantin 2,Gasti Sirait,gastisirait401@gmail.com,081948166788,23,1982,other,"Jl. Antapani Lama No. 10, Jakarta Pusat, 56737"
402,Google Pixel 5,Android,97,2.7,612,36,508,53,Male,2,Transportation,Stasiun Boulevard Selatan,Purwa Hasanah,purwahasanah402@yahoo.com,083893618347,7,1971,streaming video,"Gg. KH Amin Jasuta No. 37, Bekasi, 43260"
403,iPhone 12,iOS,411,7.4,1960,71,1264,40,Male,4,Compound Space,JEC Kedoya,Gaduh Zulaika,gaduhzulaika403@outlook.com,085912288880,1,1984,e-commerce,"Gang Dr. Djunjunan No. 905, Tangerang, 20027"
404,Samsung Galaxy S21,Android,566,8.6,2595,89,1657,51,Female,5,Office,Kantor PC 24,"Jelita Suryono, S.Sos",jelitasuryonos.sos404@aol.com,082214835920,13,1973,other,"Gg. Surapati No. 54, Depok, 79777"
405,iPhone 12,iOS,559,8.2,2618,84,2102,22,Female,5,Transportation,Koridor 01 Halte Kebon Sirih arah Blok M,Lidya Nasyidah,lidyanasyidah405@gmail.com,085722350624,9,2002,other,"Jalan Suryakencana No. 681, Jakarta Barat, 37351"
406,Google Pixel 5,Android,478,7.3,2340,69,1017,43,Female,4,Office,Menara Satu,Zaenab Namaga,zaenabnamaga406@outlook.com,085151183135,11,1981,e-commerce,"Jl. Sukabumi No. 204, Jakarta Selatan, 89491"
407,Xiaomi Mi 11,Android,147,3.2,994,33,567,25,Female,2,Cafe,Kedai Inn Taman GBK,"Tgk. Purwanto Halim, S.Psi",tgk.purwantohalims.psi407@outlook.com,085318680911,3,1999,streaming video,"Jl. Erlangga No. 59, Tangerang Selatan, 75714"
408,OnePlus 9,Android,395,7.3,2291,61,1049,55,Female,4,Office,Graha Aruna,Bakianto Mandasari,bakiantomandasari408@yahoo.com,088923221958,9,1969,e-commerce,"Jalan Waringin No. 01, Jakarta Timur, 47547"
409,Samsung Galaxy S21,Android,357,7.8,2289,74,1242,22,Female,4,Cafe,Bukan Ruang,Rahmi Riyanti,rahmiriyanti409@gmail.com,081956314234,23,2002,e-commerce,"Gang Merdeka No. 0, Bogor, 51048"
410,Google Pixel 5,Android,405,6.9,2366,61,1434,51,Male,4,Cafe,Bukan Ruang,Elma Usamah,elmausamah410@yahoo.com,081111069012,20,1973,e-commerce,"Jl. Moch. Ramdan No. 5, Tangerang, 67975"
411,Samsung Galaxy S21,Android,501,11.8,2790,86,2074,31,Female,5,Office,Menara Satu,KH. Hairyanto Anggraini,kh.hairyantoanggraini411@mail.com,089523763439,24,1993,other,"Jl. Waringin No. 444, Jakarta Selatan, 89491"
412,Xiaomi Mi 11,Android,575,8.2,2918,88,1928,50,Male,5,Cafe,Warung Fotkop,Humaira Fujiati,humairafujiati412@outlook.com,088495857101,20,1974,other,"Jl. Tebet Barat Dalam No. 08, Depok, 23868"
413,OnePlus 9,Android,257,5.1,1692,46,769,52,Female,3,Cafe,Kopi Bojo Plaza Kuningan,"Jaiman Wijaya, M.Ak",jaimanwijayam.ak413@gmail.com,088509648812,17,1972,news,"Jalan Kutisari Selatan No. 94, Tangerang Selatan, 52194"
414,iPhone 12,iOS,270,5.0,1532,51,957,35,Male,3,Transportation,Stasiun Velodrome,Tedi Hakim,tedihakim414@gmail.com,087775175363,4,1989,news,"Gang Cikutra Timur No. 91, Jakarta Barat, 74497"
415,Google Pixel 5,Android,116,2.0,1171,22,573,33,Female,2,Cafe,Stay Kopi Kopia,Hasim Hakim,hasimhakim415@gmail.com,081788641780,15,1991,streaming video,"Gang Rumah Sakit No. 1, Bogor, 97368"
416,iPhone 12,iOS,98,2.3,608,24,394,56,Male,2,Office,Gedung Cyber,Tgk. Paramita Halim,tgk.paramitahalim416@yahoo.com,089799665367,5,1968,streaming video,"Gg. Dipenogoro No. 30, Bekasi, 42392"
417,Xiaomi Mi 11,Android,264,5.1,1293,52,737,27,Female,3,Cafe,Dua Coffee @ Tebet,Drs. Yessi Narpati,drs.yessinarpati417@outlook.com,088802934748,2,1997,news,"Jl. Waringin No. 9, Jakarta Selatan, 19711"
418,Samsung Galaxy S21,Android,572,11.7,2655,91,2481,57,Female,5,Cafe,Ali Kopi Roastery Free Wifi,"Puti Oliva Pradipta, S.E.I",putiolivapradiptas.e.i418@gmail.com,081527392080,19,1967,other,"Jl. Gardujati No. 46, Jakarta Timur, 90388"
419,Xiaomi Mi 11,Android,202,4.9,1549,43,964,27,Female,3,Cafe,Tuwuh Treats Bintaro,Ismail Latupono,ismaillatupono419@gmail.com,085263984434,16,1997,news,"Gang Joyoboyo No. 903, Tangerang Selatan, 89548"
420,iPhone 12,iOS,83,1.4,454,11,228,46,Male,1,Transportation,Koridor 01 Halte Sarinah,Ridwan Mahendra,ridwanmahendra420@gmail.com,083829175975,11,1978,sosmed,"Gg. Gegerkalong Hilir No. 5, Depok, 51228"
421,iPhone 12,iOS,32,1.4,416,12,198,56,Male,1,Cafe,Liberica Cilandak Town Square,Zalindra Novitasari,zalindranovitasari421@protonmail.com,088358968276,18,1968,sosmed,"Gg. Cihampelas No. 801, Jakarta Timur, 57978"
422,iPhone 12,iOS,168,3.2,716,38,414,43,Male,2,Restaurant,Warung Tekko Kalibata,Kamal Pranowo,kamalpranowo422@gmail.com,085152370072,15,1981,streaming video,"Jalan Sadang Serang No. 980, Jakarta Barat, 73133"
423,iPhone 12,iOS,416,6.1,2115,71,1041,22,Female,4,Office,MTM Representative Office,Rafi Nurdiyanti,rafinurdiyanti423@gmail.com,083127654274,7,2002,e-commerce,"Gg. Rajawali Timur No. 43, Tangerang, 58813"
424,Xiaomi Mi 11,Android,46,1.1,536,18,167,28,Female,1,Cafe,Kopitok Coffee Kemang,Maida Saptono,maidasaptono424@gmail.com,088141997301,5,1996,sosmed,"Jl. Suryakencana No. 38, Tangerang Selatan, 96965"
425,OnePlus 9,Android,201,5.0,1482,59,709,24,Male,3,Office,Conclave Arteri,"Tri Budiman, S.Sos",tribudimans.sos425@aol.com,081263248831,18,2000,news,"Gang W.R. Supratman No. 96, Jakarta Timur, 65488"
426,Samsung Galaxy S21,Android,130,2.8,1062,24,579,37,Male,2,Office,Kantor PC 24,Jaka Mulyani,jakamulyani426@gmail.com,087838159807,16,1987,streaming video,"Jalan Otto Iskandardinata No. 39, Jakarta Selatan, 09669"
427,OnePlus 9,Android,98,2.4,747,36,403,44,Female,2,Cafe,Kopitok Coffee Kemang,Ian Wahyudin,ianwahyudin427@aol.com,085607689706,0,1980,streaming video,"Jl. Dipatiukur No. 1, Jakarta Selatan, 77495"
428,OnePlus 9,Android,105,3.8,967,28,489,51,Male,2,Cafe,Liberica Cilandak Town Square,R.M. Balangga Tarihoran,r.m.balanggatarihoran428@mail.com,081758582726,9,1973,streaming video,"Gg. M.H Thamrin No. 5, Depok, 18207"
429,Xiaomi Mi 11,Android,94,2.3,1033,33,369,58,Male,2,Office,Menara Satu,Padma Sihombing,padmasihombing429@outlook.com,089783265122,22,1966,streaming video,"Gg. Rawamangun No. 613, Jakarta Timur, 76653"
430,Xiaomi Mi 11,Android,540,10.1,2757,90,2180,37,Male,5,Cafe,Tempat Kita Coffee,"Tgk. Jaka Pertiwi, S.Pd",tgk.jakapertiwis.pd430@gmail.com,081290382610,23,1987,other,"Jl. Jayawijaya No. 9, Jakarta Selatan, 68489"
431,iPhone 12,iOS,266,5.5,1238,59,839,22,Male,3,Cafe,Stay Kopi Kopia,"Dr. Zahra Pradana, S.Farm",dr.zahrapradanas.farm431@outlook.com,085633067050,22,2002,news,"Jalan Siliwangi No. 09, Jakarta Utara, 01342"
432,iPhone 12,iOS,140,3.8,1137,36,506,53,Male,2,Cafe,Ruuaang Kopi,Widya Andriani,widyaandriani432@gmail.com,083386487490,11,1971,streaming video,"Gang Cikutra Timur No. 9, Jakarta Selatan, 56889"
433,Google Pixel 5,Android,534,10.4,2672,90,1702,51,Male,5,Restaurant,Ramen Ya! Gandaria City,Cornelia Hutapea,corneliahutapea433@aol.com,082387364575,1,1973,other,"Gang Kendalsari No. 6, Bekasi, 76291"
434,OnePlus 9,Android,46,2.0,309,15,116,42,Male,1,Restaurant,Warung Tekko Daan Mogot,Wakiman Narpati,wakimannarpati434@yahoo.com,081638197767,1,1982,sosmed,"Jl. Cihampelas No. 4, Bekasi, 36046"
435,iPhone 12,iOS,581,8.4,2591,99,2304,58,Male,5,Restaurant,Sambal Setan,R. Gatot Aryani,r.gatotaryani435@gmail.com,081288555072,18,1966,other,"Jalan Erlangga No. 46, Bekasi, 32766"
436,Xiaomi Mi 11,Android,105,3.4,798,21,467,34,Female,2,Cafe,Kataloji Coffee & Eatery,"Hj. Syahrini Susanti, S.I.Kom",hj.syahrinisusantis.i.kom436@gmail.com,081879423519,3,1990,streaming video,"Gg. Ir. H. Djuanda No. 40, Jakarta Barat, 45465"
437,OnePlus 9,Android,221,4.4,1341,46,862,20,Male,3,Cafe,Bleu Coffee and Space,Banawa Pranowo,banawapranowo437@gmail.com,085634276509,20,2004,news,"Gg. Gedebage Selatan No. 7, Jakarta Timur, 91503"
438,iPhone 12,iOS,41,1.7,408,16,291,34,Male,1,Restaurant,Kintaro Sushi PIK,"Purwa Waskita, S.E.",purwawaskitas.e.438@gmail.com,089608375711,19,1990,sosmed,"Jalan Ronggowarsito No. 086, Jakarta Timur, 56941"
439,OnePlus 9,Android,105,3.0,728,24,343,52,Female,2,Compound Space,Mall Taman Palem,Siska Kusumo,siskakusumo439@outlook.com,088365531154,19,1972,streaming video,"Jalan BKR No. 88, Bekasi, 76252"
440,Google Pixel 5,Android,123,3.9,915,39,468,18,Male,2,Compound Space,Galeri Lafayette,Vanesa Megantara,vanesamegantara440@outlook.com,083376844619,19,2006,streaming video,"Gg. Laswi No. 9, Jakarta Timur, 58918"
